IdSerie,Titre,Style,Commentaire,NoteGlobale,Planche,IdBEL,Langue
151,Jazz Maynard,Polar/thriller,"Barcelone de nos jours. Jazz Maynard et son ami Téo sont ligotés sur des chaises, dans une pièce sordide. Ils ne savent pas pourquoi, ni qui les détient. Mais Jazz sort à peine d'une aventure dangeureuse. Trois jours plus tôt, à New-York, sa soeur, qu'il n'avait pas vue depuis 10 ans, lui a fait parvenir une lettre desespérée, un appel au secours, et Jazz n'a pas hésité à pénétrer dans le repaire d'une bande de mafieux pour libérer Laura et ses proxénètes...",NULL,JazzMaynard_01052007.jpg,15233,Français
152,Mémoire dans les poches (La),Chronique,"Sidoine et Rosalie Letignal et leur fils Laurent forment ce trio « ordinaire ». Des gens comme tant d'autres, se débattant au quotidien dans une société à laquelle ils essayent d'apporter un peu d'humanité, un peu de leur chaleur, modestement. Or, c'est précisément aux limites et aux contradictions de leur humanité qu'ils vont tous les trois se retrouver confrontés. Absolument rien ni personne ne pourra empêcher l'implosion totale de leur cellule familiale que tout le monde s'imaginait pourtant « indestructible ».",NULL,MemoireDansLesPochesLa_07062006.jpg,13743,Français
153,Quelques pas vers la lumière,Roman graphique,"Marianne Bell est une jolie Parisienne passionnée par les sciences, qui se rend quotidiennement à son travail au Jardin des Plantes. Sa vie pourrait s’écouler sans histoire, pourtant de petits signes apparemment sans importance se rappellent régulièrement à elle : tous les cinq ans et sept mois, curieusement, il se passe en effet quelque chose d’important dans sa famille proche. Une sorte de cycle étrange qui n’a aucune explication, mais la précision de sa récurrence trouble confusément la jeune femme. Or, la date fatidique tombe dans deux mois… Que peut-il bien arriver cette fois encore ? 
Mais pour l’heure, le quotidien semble banal : l’orage gronde sur Paris et la voiture de Marianne manque de renverser un homme qui cherche à s’abriter d’une pluie violente. Serviable et désolée, elle propose de le déposer quelque part. Il est des rencontres qui font toutefois basculer des destins…",NULL,QuelquesPasVersLaLumiere01pl_.jpg,17100,Français
154,Scorpion (Le),Aventure,"Pour les habitants de la basse ville, il est le Scorpion. Les hommes l’évitent, redoutant son épée plus virevoltante que la nuée de moustiques d’une chaude nuit d’été. Les femmes le cherchent, fascinées par la prestance de ce beau brun qui sait les aimer comme personne.
Pour les habitants de la haute ville, il est Armando Catalano, l’homme à la perruque poudrée qui sait dénicher aux fins fonds des catacombes romaines les reliques des saints de l’antiquité et du Moyen âge que princes et évêques s’arrachent à prix d’or.
Pour le cardinal Trebaldi, l’impitoyable maître des moines-guerriers, l’homme qui n’hésite pas à faire empaler dans son confessionnal un prêtre trop bavard, il est le témoin d’une époque maudite qui doit disparaître. Pour cela, Trebaldi demandera à une gitane égyptienne experte en poisons de lui apporter la peau de l’homme qui porte sur l’épaule droite un tatouage en forme de scorpion. Tatouage infâmant rappelant à tous que la mère du héros a péri brûlée vive sur le bûcher réservé aux sorcières.
Mais la gitane manquera son coup, déchaînant la colère du Scorpion. Les murs du Vatican en tremblent encore..
Magnifique roman de cape et d’épée, hommage sublime à Cartouche et Fanfan la Tulipe, la nouvelle série de Marini et Desberg se veut également réflexions sur l’origine des religions. Et si le bien et le mal n’étaient que des illusions humaines, créées pour permettre à quelques familles de régner sur le monde à travers les siècles ? Et si les idéaux qui percent timidement en ce 18ème siècle et qui ont pour nom liberté, égalité, mettaient en danger ce pouvoir, comment réagiraient ces neufs familles ? Un homme seul pourrait-il mettre en péril leur pouvoir séculaire ?
Jamais le dessin de Marini n’a été aussi accompli. Des bouges des bas-fonds aux dômes étincelants des fastueux palais pontificaux de la ville sainte, il explose d’élégance et de finesse. 
© Dargaud",NULL,Scorpion.jpg,490,Français
155,Passagers du vent (Les),Aventure historique,NULL,NULL,PassagerDuVent.jpg,108,Français
156,Antarès,Science-fiction,"Kim et ses compagnons d’infortune se sont posés sur Antarès, planète beaucoup plus hostile que leur laissaient croire les commanditaires du projet Antarès qui dirigent en fait une véritable secte. Séparés en deux groupes, les membres du projet sont plus vulnérables que jamais et le groupe de Kim, parti à la recherche de survivants, doit transporter une femme grièvement blessée. Leur seul espoir : rejoindre le camp de base mais pour cela ils doivent traverser une zone qui s’avère particulièrement dangereuse ! Cette série de science-fiction signée Leo tient toutes ses promesses et nous gratifie une nouvelle fois de scènes spectaculaires mais aussi et surtout d'une véritable humanité propre aux Mondes d'Aldébaran.",NULL,antaresp__.jpg,15179,Français
157,Survivants,Science-fiction,"Un groupe de colons partis sur la planète Aldébaran se réveille à bord de leur vaisseau. Ils découvrent alors qu'ils sont les seuls rescapés, un message enregistré du commandant du vaisseau leur annonce en effet la mort de tous les autres passagers ! Ils atterrissent alors sur une planète hostile, perdue dans l'espace, obligés de s'organiser afin de survivre. Ils vont devoir affronter de multiples dangers, notamment la présence de créatures aussi hostiles qu'invisibles. Parmi eux, Manon, une jeune femme, décide de prendre les choses en main et d'explorer cette planète de tous les dangers...											",NULL,PlancheS_26616.jpg,26616,Français
158,Namibia (Kenya - Saison 2),NULL,"1948, Göring, Reichmarschall de triste mémoire de la seconde guerre mondiale, aurait été aperçu en Namibie bien qu’il soit officiellement… mort ! A peine revenue de sa mission au Kenya, Cathy Austin est dès lors renvoyée en Afrique par le MI5. Elle découvre sur place une menace extraterrestre qui fait froid dans le dos : une race d’aliens prélève en effet de l’ADN sur des cadavres humains pour reconstituer et occuper ces corps. Ces éclaireurs discrets (sauf lorsqu’ils redonnent vie au corps de Göring !) élèvent dans les champs namibiens des insectes qu’ils ont également génétiquement modifié en vue d’en faire une arme de colonisation massive ! Il s’agit là du premier tome de la deuxième saison de Kenya dessiné par Bertrand Marshal qui reprend le style de Léo à la perfection.
",NULL,23675_pl.jpg,23675,Français
159,Fraternity,Roman graphique,"1863, aux États-Unis, en pleine guerre de Sécession. Telle une enclave perdue dans l'État d'Indiana, une petite communauté a été créée par un groupe d'hommes et de femmes qui souhaite ainsi vivre une expérience audacieuse. Chacun partage ses biens, mais la communauté « Fraternity » – ainsi appelée en raison des valeurs sur lesquelles s'appuie ce modèle de microsociété – repose sur un équilibre fragile. Très vite les dissensions apparaissent, surtout après l'intégration d'un jeune garçon découvert dans la pleine forêt voisine. Un « monstre » aurait même été aperçu au moment de sa capture, une créature qui semblait veiller sur lui. Plus tard, un groupe de soldats en fuite débarque dans la communauté de plus en plus divisée. Un récit tragique et sensible d'une très grande force.									",NULL,PlancheS_27838.jpg,27838,Français
160,Assassin royal (L'),Heroïc Fantasy,"Fitz est le fils illégitime du prince Chevalerie, héritier du royaume des Six-Duchés. Conduit à la forteresse des Loinvoyants alors qu’il n’est encore qu’un enfant, il est confié au maître des écuries tel un rejeton bâtard de peu d’importance… Jusqu’à ce que le Roi Subtil le remarque et décide d’en faire son assassin personnel. Suivant en grand secret l’enseignement d’Umbre qui l’initie aux arcanes complexes de la cour, il est formé à l’Art Magique pourtant réservé au sang pur, sous le joug du cruel Galen qui n’aura de cesse de lui rappeler sa condition. Commence alors pour Fitz une longue initiation semée d’embûches, objet malgré lui de manigances dont il tente, en dépit de son jeune âge, de comprendre les enjeux…",NULL,assassinroyalp_.jpg,18804,Français
161,Casse (Le),Polar/Thriller,"Sibérie, de nos jours. Dans cette région oubliée de la civilisation, deux hommes se font embaucher pour travailler dans une mine de diamants. Mais leur arrivée cache un plan audacieux. Envoyés en repérage, ils doivent préparer le braquage de l'extrême : celui d'un des convois de diamants qui, tous les deux mois et sous très haute protection, quittent cet enfer blanc et ses températures polaires.",NULL,22754_pl.jpg,22754,Français
162,Là-bas,Roman graphique,"Les maux et les mots de là-bas
Bientôt l'indépendance. Alain, pied-noir, employé dans une compagnie d'assurances, doit quitter l'Algérie. À Paris, il rejoint sa mère et sa femme enceinte. Commence alors une autre vie. Une vie de grisaille, loin du soleil, des plages de Bab-el-Oued, de la mer tiède. Loin de là-bas. Une autre vie avec les blessures d'Algérie qui ne se sont pas refermées, avec la peur qui hante encore ses jours et ses nuits, les mystères qui l'entourent et les mensonges qui l'enferment. Avec les souvenirs de là-bas. Une autre vie, avec une fille désormais. Sa fille, Jeanne, qui met ses pas dans les siens, pour trouver les mots qu'il lui fallait entendre, et lui rendre la vie. 

Une oeuvre magnifique
Pour dire le déracinement, les illusions, les craintes, les blessures d'un homme arraché à sa terre natale, Anne Sibran donne une âme aux mots. Pour dire aussi l'amour d'un père et d'une fille. Tout en retenue, loin de son humour parfois mordant, optant pour une narration graphique sobre et impeccable, soulignée par des couleurs franches et expressives, Didier Tronchet nous surprend et nous émeut. À y regarder de près, ce qu'elle mérite, Là-bas est une oeuvre magnifique.",NULL,Labas_05092003.jpg,7252,Français
163,Barracuda (Jérémy),Aventures,"À bord du Barracuda, les hommes de Blackdog affûtent lames et grappins en vue d'un abordage juteux ! La routine pour Raffy, le fils de Blackdog, qui a déjà fait couler beaucoup de son sang pour son jeune âge. Pour Emilio et Maria, jeunes nobles espagnols, le choc est plus brutal. Vendus comme esclaves à Puerto Blanco, ils se font en outre dérober la carte qui mène au diamant du Kashar, le plus gros du monde, connu pour n'avoir jamais entraîné que mort et désolation dans son sillage ! Il en faut plus pour décourager les pirates du Barracuda, qui savent que butin rime souvent avec destin...",NULL,PlancheS_25441.jpg,25441,Français
164,Showman Killer,Science-fiction,"Mercenaire de l'espace, le Showman est un super-assassin né de l'imagination démoniaque d'un généticien. Dénué de toute émotion, formé à l'art des combats, il a été conçu pour tuer et seul l'or ou les joies simples propres à la mécanique de destruction lui procurent du plaisir. Pourtant, le destin de l'implacable Showman prend une nouvelle tournure quand il croise, lors d'une mission, la fascinante Ibis...",NULL,25644_pl.jpg,25644,Français
165,Enfants de Jessica (Les),Polar/Thriller,"Le Pouvoir des innocents se passait en 1997 et évoquait l'accession à la tête de la ville de New York, de Jessica Ruppert, grande humaniste. 
Nous sommes maintenant en 2007, Jessica, leader de l'opposition démocrate, est devenue la secrétaire aux affaires sociales du nouveau gouvernement, et de surcroît son premier membre !
Elle s'apprête à prononcer dans l'hémicycle du Congrès à Washington, un discours qui s'annonce déjà comme historique ! Toutes les télévisions et radios sont en place, les citoyens à l'écoute, ses ennemis à l'affût.
Pour opérer une révolution totale dans la façon de penser la politique du pays, afin de sortir de l'économie de marché, de la mondialisation et d'intégrer l'urgence écologique, elle va proposer 200 projets de réforme pour une société plus juste.
Mais, avant même de pouvoir commencer, c'est d'abord dans une lutte acharnée contre ses adversaires politiques, qu'elle doit se jeter...",NULL,PlancheS_27612.jpg,27612,Français
166,Julia & Roem,Sf/fantastique/anticipation,"Après le « coup de sang » environnemental dont Animal’z relatait l’impact tragique et dévastateur, la planète s’apaise et se recompose, les survivants réapprennent à s’organiser. Dans cette géographie chamboulée, des déserts ont surgi. Et c’est au cœur de l’un d’entre eux, bien improbablement situé à l’emplacement de la mer Baltique, que l’on suit la trace d’un ex aumônier militaire énigmatique, installé au volant d’une Ferrari électrique lancée à plein régime. Trois personnages vont croiser sa route : deux jeunes hommes qu’il sauve in extremis de la mort par déshydratation, et un rapace blessé par balle, dont il répare l’aile cassée…",NULL,PlancheS_27610.jpg,27610,Français
167,Essex County,Roman graphique,"Lester Papineau, un garçon d’une dizaine d’années vit chez son oncle fermier depuis la mort de sa maman. Il s’ennuie ferme, dessine des histoires naïves de super héros. Son seul ami est Jimmy Lebeuf, un épicier un peu simplet. Mais pourtant, on veut les empêcher de se voir.
Vince et Lou Lebeuf sont les vedettes de l’équipe de hockey. Liés comme les dix doigts de la main, tout semble leur réussir, jusqu’au jour ou une aventure amoureuse les sépare. La vie de Vince ne devient plus que remords et ce n’est que vieillards qu’ils se retrouveront. Mais rien ne saura les réconcilier.
Infirmière à domicile, Anne Byrne côtoie les protagonistes de ces histoires. Elle finira par découvrir les secrets de famille qui les entourent, réveillant des plaies béantes mal cicatrisées.
Essex County recueille les trois tomes de la série, ainsi que deux histoires courtes. Rarement le terme roman graphique n’aura été si bien employé. Encore inconnu à ce jour (ici), Jeff Lemire est en passe de devenir la vedette des années à venir.",NULL,PlancheS_24357.jpg,24357,Français
168,Fugue (La) (Blanchet),NULL,"En hommage à ses grands-parents zazous et jazzophiles, Pascal Blanchet a mis en image, avec un sens inégalé du rythme, la vie que ces derniers ont vécue. À travers les souvenirs d’un pianiste de jazz, c’est l’histoire d’une génération qui nous est finalement racontée. Les générations sacrifiées par la Seconde Guerre mondiale, récompensées par les trente glorieuses et qui aujourd’hui s’éteignent sans bruit. La fugue est une petite pièce en hommage à nos grands-parents, qui nous rappelle que ces derniers ont aussi eu trente ans et la vie devant eux. La Fugue a remporté le Bédélys Québec 2005 qui récompense le meilleur album québécois de l'année.",NULL,NULL,13916,Français
169,Body World,Anticipation,"2060. Paulie Panther, spécialiste des hallucinogènes, prend ses quartiers dans la ville nouvelle très rangée de Boney Borough, pour y tester les effets d’une plante psychotrope inconnue. Entre hallucinations et quatuor amoureux, bientôt la folie guette… Prépubliée sur le Net, une fiction échevelée qui conjugue expérimentation narrative et graphique.						",NULL,PlancheS_26119.jpg,26119,Français
170,Journal d'un remplaçant (Le),Biographie,"Martin, jeune remplaçant, découvre à peine son nouveau métier de professeur que le voici catapulté en I.R : Institut de Redressement pour élèves ultra-violents. Sa seule consigne : laissez tomber le scolaire, essayez juste d’installer une ambiance de classe. Il succède à deux professeurs qui ont craqué... Rien ne lui sera épargné à lui non plus !",NULL,JournalDunRemplacantLe_30122006.jpg,14617,Français
171,Broderies,NULL,NULL,NULL,broderiespl.jpg,5674,Français
172,Kaboul Disco,Autobiographie,"En 2005, Nicolas Wild, dessinateur de bande dessinée sans domicile fixe, trouve à la fois un plan squat et un boulot. Seulement c’est un peu loin : à Kaboul, dans un Afghanistan encore instable après la guerre. 
Voilà donc ce jeune insouciant transporté dans une capitale en crise, chargé de dessiner une adaptation de la constitution afghane, puis de travailler sur la campagne de recrutement de l’armée. Il devient dès lors un observateur privilégié de la reconstitution hésitante du pays tout en menant la drôle d’existence des expatriés occidentaux à Kaboul. Il sent progressivement naître un fort attachement pour ce pays où il décide, malgré les risques de prolonger son contrat. 
Un regard ironique et pertinent sur les réalités de ce pays au cœur de l’actualité.",NULL,kaboul_3_.jpg,16434,Français
173,Shenzhen,Biographie,"Les tribulations de Delisle en Chine, très remarquées dans Lapin, retrouvent ici, avec près de deux tiers de pages inédites, la force du journal intime augmentée de l'exotisme du récit de voyage. Voyageur immobile, Delisle y raconte ses rencontres, ses remarques anodines qui font mouche à chaque fois, des chinoiseries existentielles et quotidiennes qui touchent à l'universel.

Images: © ASSOCIATION (L') - Delisle / Delisle",NULL,Shenzhen_09032002.jpg,2956,Français
174,Logicomix,Roman graphique,"Sur le mode d’un psycho-thriller mathématique, Logicomix est un roman graphique ambitieux, qui explore les grandes recherches en mathématiques fondamentales et en philosophie du XXe siècle. Dans cette quête acharnée de la vérité, on croise Wittgenstein, Poincaré, Russell, Hilbert, Frege, Cantor, mathématiciens, logiciens et philosophes de renom, tous plus vrais que nature. Ce livre retrace brillamment et avec beaucoup d’humour le débat passionné qui anima cette période, sans rien cacher des conflits intérieurs des personnages, dont certains vacillent au bord de la folie.",NULL,PlancheS_24949.jpg,24949,Français
175,Grand Mort (Le),Fantastique,"Tout avait été prévu pour que ce soit une semaine studieuse ! Pauvre Pauline ! Elle comptait se mettre au vert pour préparer sa maîtrise de sciences éco... La nuit recouvre la forêt bretonne et la « deuch » vient de tomber en panne d’essence juste devant chez Erwan, à 20 kilomètres de tout village. Erwan est un métis du genre placide. Solitaire, il vit simplement, entouré d’objets étranges. Il propose à Pauline de partager sa soupe et de l’héberger pour la nuit... Contrainte par les circonstances, elle finit par accepter... Tandis qu’elle mange, il parcourt un vieux grimoire traitant du « petit peuple »... Elle ricane de ces sornettes. Elle ignore, alors, que cette rencontre sera pour elle le point de départ vers un autre univers, un autre espace-temps, où toute sa vie et ses principes vont basculer... Les conséquences de cette aventure seront des plus surprenantes pour elle, pour son entourage, voire pour l’humanité...",NULL,GrandMortLe_14112007_210500.jpg,16623,Français
176,Car l'enfer est ici,Polar/Thriller,"Le Pouvoir des innocents se passait en 1997 et évoquait l’accession à la tête de la ville de New York, de Jessica Ruppert, grande humaniste. Car l'Enfer est ici prend place six mois après (et se terminera au 11 septembre 2001). Joshua Logan, accusé à tort d'avoir assassiné 508 personnes, s'apprête à se rendre à la police pour essayer de clamer son innocence, alors qu'on assiste à New York à la montée de forces d'opposition très actives et très dures contre la politique de Jessica Ruppert. Des opposants, qui vont prendre Joshua comme symbole de leur combat…",NULL,PlancheS_28937.jpg,28937,Français
177,Homme qui n'aimait pas les armes à feu (L'),Western humoristique,"Début du XXe siècle, Arizona... Maître Byron Peck, citoyen britannique et avocat d'affaires, escorté de son acolyte, l'effrayant Monsieur Hoggaard, parcourt le désert en quête d'un mystérieux papier qui pourrait changer à jamais le cours de l'histoire des États-Unis d'Amérique. Dans le même but, la dangereuse Margot de Garine s'associe à une bande de Mexicains sans foi ni loi... Et ils seront sans pitié !											",NULL,PlancheS_27331.jpg,27331,Français
178,Quai d'Orsay,Polar/Thriller,"Le jeune Arthur Vlaminck est embauché en tant que chargé du ''langage'' par le ministre des Affaires étrangères Alexandre Taillard de Worms. En clair, il doit écrire les discours du ministre ! Mais encore faut-il se faire une place entre le directeur du cabinet et les conseillers qui gravitent dans un Quai d'Orsay où le stress, l'ambition et les coups fourrés ne sont pas rares... Inspiré de l'expérience d'Abel Lanzac qui fut conseiller dans un ministère, cet album restitue une vision de la politique à la fois pleine d'acuité et d'humour. Un pur régal !
",NULL,24260_pl.jpg,24260,Français
179,Frenchman,Historique,"Un Normand en Louisiane
Octobre 1803... Dans un paisible village de Normandie, des sergents recruteurs arrivent tambour battant. À l’appel de leurs noms, les jeunes hommes de la région partent grossir les rangs de l’armée du premier consul Bonaparte. À l’autre bout du monde, la Louisiane vient d’être cédée par la France à la jeune nation américaine. Enrôlé comme tant d’autres pour assurer la “pacification” de ces contrées sauvages, Alban, un jeune paysan, doit bientôt embarquer pour la Nouvelle-Orléans. Ce garçon plein de fougue, encore imprégné des idéaux de la Révolution, fait parler la poudre pour défendre un jeune esclave. Arrêté, emprisonné, il risque l’échafaud. Un trappeur français, Toussaint Charbonneau, lui sauve la vie et l’entraîne avec lui dans une expédition qui changera le cours de leurs existences.
Après Canoë Bay, Patrick Prugne nous rappelle que la France a possédé un immense empire en Amérique du Nord, dont la Nouvelle-Orléans, fondée en 1712, était la capitale. Du Canada au golfe du Mexique, de la chaîne des Appalaches aux montagnes Rocheuses, la Louisiane française représentait l’équivalent de vingt et un états composant les actuels États-Unis ! L’histoire de ce pays, auquel le Roi de France avait donné son nom, est peuplée de coureurs des bois, de missionnaires et d’officiers perdus dans les immensités du Nouveau-Monde.",NULL,PlancheS_29340.jpg,29340,Français
180,Urban,Science-fiction,"Zacchary Buzz quitte sa famille de fermiers pour se rendre à Monplaisir, une immense cité dédiée aux loisirs, aux jeux, aux plaisirs... Avec pour modèle Overtime, le plus grand justicier de tous les temps, il rêve d'intégrer la meilleure police du monde : les Urban Interceptor.

Monplaisir est une société hyper contrôlée, dirigée par l'omniprésent Springy Fool. A grands renforts de caméras et d'écrans géants, toute la ville peut suivre en direct les moindres faits et gestes de ses habitants. Monplaisir est également sous le contrôle d A.L.I.C.E., un système automatisé composé de robots nettoyeurs qui font la chasse aux voleurs, avec des méthodes plutôt musclées... Ce système permet aux policiers de s'occuper des vrais crimes, car derrière la fête et l'amusement, on retrouve les corps mutilés de plusieurs jeunes filles. Devenant trop gênant, l'enquêteur principal est lui même assassiné par Antiochus Ebrahimi. On met alors sur le coup le meilleur Urban Interceptor : Isham El Ghellab. Cette traque est mise en scène en direct sous forme de jeu télévisé, où les spectateurs peuvent parier sur la mise à mort d'un des deux protagonistes. Zach, qui rêvait de justice, découvre que tout n'est que violence et cynisme et que le monde magique de Monplaisir est bien cruel...",NULL,PlancheS_29156.jpg,29156,Français
181,Actu en patates (L'),Humour,"Martin Vidberg et ses bonshommes patates sont de retour... Nicolas, Carla, Roselyne, Rachida, Dominique, Barack, DSK, Laure Manaudou, Raymond Domenech, Steve Jobs, toutes les célébrités qui ont fait l'actualité de ces cinq dernières années sont réunies dans ce best of de L'Actu en patates pour une rétrospective hilarante du dernier quinquennat. L'album idéal à l'approche des élections de 2012.",NULL,NULL,30158,Français
